Area;Indicator Name;Year;Fertilizer (kg/ha)
Italy;Fertilizer consumption (kilograms per hectare of arable land);1976;"153,2"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1977;"191,76"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1978;"236,86"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1979;"248,49"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1980;"222,66"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1981;"217,27"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1982;"211,84"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1983;"226,17"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1984;"229,82"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1985;"237,52"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1986;"236,22"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1987;"251,13"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1988;"233,53"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1989;"201,59"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1990;"215,75"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1991;"223,22"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1992;"219,66"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1993;"222,68"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1994;"227,18"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1995;"219,97"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1996;"223,84"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1997;"213,01"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1998;"209,87"
Italy;Fertilizer consumption (kilograms per hectare of arable land);1999;"208,78"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2000;"204,27"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2001;"168,59"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2002;"171,12"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2003;"177,7"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2004;"181,42"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2005;"171,75"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2006;"177,03"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2007;"190,23"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2008;"143,48"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2009;"120,11"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2010;"122,75"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2011;"134,32"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2012;"122,51"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2013;"129,3"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2014;"126,56"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2015;"134,13"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2016;"131,5"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2017;"130,44"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2018;"129,84"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2019;"128,01"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2020;"129,28"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2021;"112,8"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2022;"113,92"
Italy;Fertilizer consumption (kilograms per hectare of arable land);2023;"114,11"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);1992;"99,53"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);1993;"56,49"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);1994;"55,73"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);1995;"21,96"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);1996;"23,58"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);1997;"32,53"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);1998;"46,46"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);1999;"55,19"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2000;"51,84"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2001;"59,15"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2002;"45,67"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2003;"61,47"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2004;"59,98"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2005;"68,04"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2006;"62,66"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2007;"67,72"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2008;"66,95"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2009;"64,88"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2010;"77,65"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2011;"83,23"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2012;"91,57"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2013;"100,66"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2014;"101,12"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2015;"104,76"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2016;"104,19"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2017;"103,48"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2018;"101,15"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2019;"105,57"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2020;"113,43"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2021;"111,81"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2022;"101,66"
Latvia;Fertilizer consumption (kilograms per hectare of arable land);2023;"94,5"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);1992;"54,07"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);1993;"30,76"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);1994;"30,5"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);1995;"41,17"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);1996;"41,52"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);1997;"47,71"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);1998;"48,37"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);1999;"52,15"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2000;"53,16"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2001;"99,33"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2002;"115,31"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2003;"124,59"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2004;"119,4"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2005;"102,28"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2006;"115,5"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2007;"119,31"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2008;"90,95"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2009;"102,45"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2010;"103,98"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2011;"104,77"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2012;"107,06"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2013;"109,64"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2014;"111,75"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2015;"122,58"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2016;"131,85"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2017;"141,11"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2018;"133,52"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2019;"137,08"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2020;140
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2021;"139,68"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2022;"96,13"
Lithuania;Fertilizer consumption (kilograms per hectare of arable land);2023;"93,8"
Montenegro;Fertilizer consumption (kilograms per hectare of arable land);2006;"18,7"
Montenegro;Fertilizer consumption (kilograms per hectare of arable land);2007;"15,63"
Montenegro;Fertilizer consumption (kilograms per hectare of arable land);2008;"14,79"
Montenegro;Fertilizer consumption (kilograms per hectare of arable land);2009;"11,33"
Montenegro;Fertilizer consumption (kilograms per hectare of arable land);2010;"14,35"
Montenegro;Fertilizer consumption (kilograms per hectare of arable land);2011;"12,55"
Montenegro;Fertilizer consumption (kilograms per hectare of arable land);2012;"12,49"
Montenegro;Fertilizer consumption (kilograms per hectare of arable land);2013;"324,87"
Montenegro;Fertilizer consumption (kilograms per hectare of arable land);2014;"276,98"
Montenegro;Fertilizer consumption (kilograms per hectare of arable land);2015;"262,18"
Montenegro;Fertilizer consumption (kilograms per hectare of arable land);2016;"285,22"
Montenegro;Fertilizer consumption (kilograms per hectare of arable land);2017;"233,7"
Montenegro;Fertilizer consumption (kilograms per hectare of arable land);2018;"246,85"
Montenegro;Fertilizer consumption (kilograms per hectare of arable land);2019;"292,78"
Montenegro;Fertilizer consumption (kilograms per hectare of arable land);2020;"306,81"
Montenegro;Fertilizer consumption (kilograms per hectare of arable land);2021;"311,91"
Montenegro;Fertilizer consumption (kilograms per hectare of arable land);2022;191
Montenegro;Fertilizer consumption (kilograms per hectare of arable land);2023;"251,38"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1961;"473,89"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1962;"538,16"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1963;"587,04"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1964;"580,55"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1965;"605,84"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1966;"636,56"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1967;"654,81"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1968;"651,71"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1969;"722,23"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1970;"780,58"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1971;"736,83"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1972;"746,95"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1973;"787,89"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1974;"791,3"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1975;"784,11"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1976;"780,9"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1977;"771,7"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1978;"761,97"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1979;"834,89"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1980;"803,32"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1981;"784,79"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1982;"746,48"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1983;"818,19"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1984;"851,61"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1985;"814,12"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1986;"795,63"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1987;"711,3"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1988;"709,02"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1989;"654,65"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1990;"606,45"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1991;"628,44"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1992;"606,04"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1993;"575,27"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1994;"591,17"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1995;"582,15"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1996;"568,47"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1997;"523,06"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1998;"521,56"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);1999;"465,69"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2000;"408,72"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2001;"412,37"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2002;"386,92"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2003;"363,94"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2004;"357,31"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2005;"337,81"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2006;"353,15"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2007;"302,14"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2008;"267,71"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2009;"238,17"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2010;"293,33"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2011;"246,81"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2012;"289,81"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2013;"231,13"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2014;"247,85"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2015;"266,81"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2016;"291,69"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2017;"290,56"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2018;"274,27"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2019;"273,8"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2020;"276,61"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2021;"273,26"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2022;"240,27"
Netherlands;Fertilizer consumption (kilograms per hectare of arable land);2023;"238,02"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1961;"172,66"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1962;"176,45"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1963;"185,12"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1964;"192,12"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1965;200
Norway;Fertilizer consumption (kilograms per hectare of arable land);1966;"196,81"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1967;"211,86"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1968;"215,7"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1969;"238,55"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1970;"244,95"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1971;"259,7"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1972;"248,68"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1973;"263,32"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1974;"293,81"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1975;"290,63"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1976;"280,96"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1977;"300,5"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1978;"319,15"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1979;"322,83"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1980;"318,16"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1981;"305,45"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1982;"303,82"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1983;"302,96"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1984;"291,08"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1985;274
Norway;Fertilizer consumption (kilograms per hectare of arable land);1986;"271,68"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1987;"265,2"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1988;250
Norway;Fertilizer consumption (kilograms per hectare of arable land);1989;"241,8"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1990;"243,71"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1991;"234,35"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1992;"234,31"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1993;"232,54"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1994;"231,03"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1995;"212,77"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1996;"210,05"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1997;"228,54"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1998;"223,83"
Norway;Fertilizer consumption (kilograms per hectare of arable land);1999;"224,49"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2000;"219,57"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2001;"200,09"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2002;"205,58"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2003;"213,51"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2004;"215,23"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2005;"218,87"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2006;"216,42"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2007;"220,42"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2008;"213,56"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2009;"179,13"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2010;170
Norway;Fertilizer consumption (kilograms per hectare of arable land);2011;"192,16"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2012;"187,32"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2013;"190,82"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2014;"194,53"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2015;"204,29"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2016;"204,41"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2017;"199,58"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2018;"203,82"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2019;"210,27"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2020;"208,41"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2021;"210,72"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2022;"210,91"
Norway;Fertilizer consumption (kilograms per hectare of arable land);2023;"205,14"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1961;"55,99"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1962;"58,02"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1963;"62,73"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1964;"70,49"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1965;"84,4"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1966;"102,47"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1967;"119,61"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1968;"140,27"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1969;"159,98"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1970;"170,45"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1971;"192,8"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1972;"205,24"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1973;"225,88"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1974;"234,37"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1975;"248,38"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1976;"242,92"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1977;"244,62"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1978;"242,51"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1979;"248,07"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1980;"239,3"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1981;"230,55"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1982;"219,06"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1983;"236,56"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1984;"225,68"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1985;"235,18"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1986;"243,67"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1987;"226,29"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1988;"236,1"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1989;"229,64"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1990;"107,13"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1991;"70,24"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1992;"83,16"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1993;"89,63"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1994;"99,87"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1995;"106,35"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1996;"113,97"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1997;"121,39"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1998;"110,77"
Poland;Fertilizer consumption (kilograms per hectare of arable land);1999;"108,48"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2000;"115,42"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2001;"115,89"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2002;"116,2"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2003;"128,87"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2004;"129,14"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2005;"161,94"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2006;"159,34"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2007;"181,17"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2008;"157,72"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2009;"146,8"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2010;"180,48"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2011;"169,74"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2012;"177,89"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2013;"179,33"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2014;164
Poland;Fertilizer consumption (kilograms per hectare of arable land);2015;"174,1"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2016;"189,69"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2017;"190,39"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2018;"173,08"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2019;"176,51"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2020;"155,07"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2021;"156,06"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2022;"160,68"
Poland;Fertilizer consumption (kilograms per hectare of arable land);2023;"155,6"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1961;"55,11"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1962;"51,58"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1963;"62,13"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1964;"79,76"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1965;"66,6"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1966;"53,39"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1967;"71,96"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1968;"73,09"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1969;"81,83"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1970;"52,24"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1971;"54,11"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1972;"93,13"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1973;"96,35"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1974;"86,59"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1975;"99,96"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1976;"101,6"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1977;"110,76"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1978;"101,81"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1979;"113,35"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1980;"106,88"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1981;"113,66"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1982;"106,95"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1983;"93,28"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1984;"90,14"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1985;"100,79"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1986;"112,58"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1987;"116,88"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1988;"123,58"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1989;"115,22"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1990;"118,77"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1991;"111,74"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1992;"106,37"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1993;"111,61"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1994;"112,73"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1995;"113,33"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1996;129
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1997;"125,4"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1998;"140,12"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);1999;"138,19"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2000;"125,12"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2001;"127,72"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2002;"120,4"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2003;"119,66"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2004;"117,35"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2005;"127,92"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2006;"137,06"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2007;"203,4"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2008;"155,49"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2009;"118,57"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2010;"148,96"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2011;"132,51"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2012;"150,86"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2013;"167,59"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2014;"191,04"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2015;"185,73"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2016;"187,36"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2017;"182,79"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2018;"182,32"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2019;"183,54"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2020;"181,52"
Portugal;Fertilizer consumption (kilograms per hectare of arable land);2021;"184,55"
