Area;Year;Fungicides and Bactericides;Herbicides;Insecticides;Pesticides (total);Precipitation (mm);AVERAGE PRECIPITATION;Item;Area harvested(ha);Production(tonnes);Yield (kg/ha);Production(tonnes).1;Production(kg);Average Mean Surface Air Temperature (Annual Mean);Average Temperature by Country;Temperature Deviation (?);Fertilizer (kg/ha)
Latvia;2001;58.0;255.0;19.0;367.0;"816,85";"7,53457E+15";Potatoes;55100.0;615300.0;11167.0;615300.0;615300000;"6,61";"6,9688";"-0,3588";"59,15"
Latvia;2002;66.0;236.0;15.0;335.0;"677,94";"7,53457E+15";Potatoes;53600.0;768400.0;14335.8;768400.0;768400000;"7,09";"6,9688";"0,1212";"45,67"
Latvia;2003;79.0;316.0;12.0;478.0;"702,12";"7,53457E+15";Potatoes;54600.0;739000.0;13534.8;739000.0;739000000;"6,3";"6,9688";"-0,6688";"61,47"
Latvia;2004;88.0;414.0;18.0;594.0;"767,05";"7,53457E+15";Potatoes;48900.0;628400.0;12850.7;628400.0;628400000;"6,38";"6,9688";"-0,5888";"59,98"
Latvia;2005;113.0;487.0;15.0;724.0;"678,65";"7,53457E+15";Potatoes;45100.0;658200.0;14594.2;658200.0;658200000;"6,5";"6,9688";"-0,4688";"68,04"
Latvia;2006;110.0;509.0;14.0;744.0;"611,21";"7,53457E+15";Potatoes;45100.0;550900.0;12215.1;550900.0;550900000;"6,96";"6,9688";"-0,0088";"62,66"
Latvia;2007;162.0;776.0;30.0;1113.0;"800,83";"7,53457E+15";Potatoes;40300.0;642100.0;15933.0;642100.0;642100000;"7,35";"6,9688";"0,3812";"67,72"
Latvia;2008;157.0;679.0;35.0;1033.0;"820,56";"7,53457E+15";Potatoes;37800.0;673400.0;17814.8;673400.0;673400000;"7,69";"6,9688";"0,7212";"66,95"
Latvia;2009;143.0;555.0;36.0;881.0;"817,1";"7,53457E+15";Potatoes;30000.0;525400.0;17513.3;525400.0;525400000;"6,62";"6,9688";"-0,3488";"64,88"
Latvia;2010;154.0;669.0;38.0;1028.0;"862,56";"7,53457E+15";Potatoes;30100.0;484000.0;16079.7;484000.0;484000000;"5,7";"6,9688";"-1,2688";"77,65"
Latvia;2011;149.0;724.0;34.0;1077.0;"701,2";"7,53457E+15";Potatoes;29700.0;499000.0;16801.3;499000.0;499000000;"7,23";"6,9688";"0,2612";"83,23"
Latvia;2012;201.0;796.0;46.0;1288.0;"918,35";"7,53457E+15";Potatoes;28200.0;538900.0;19109.9;538900.0;538900000;"6,26";"6,9688";"-0,7088";"91,57"
Latvia;2013;211.0;728.0;47.0;1250.0;"675,31";"7,53457E+15";Potatoes;27300.0;495900.0;18164.8;495900.0;495900000;"7,07";"6,9688";"0,1012";"100,66"
Latvia;2014;224.0;848.0;70.0;1423.0;"772,7";"7,53457E+15";Potatoes;26800.0;505688.0;18869.0;505688.0;505688000;"7,42";"6,9688";"0,4512";"101,12"
Latvia;2015;264.0;861.0;24.0;1510.0;"682,21";"7,53457E+15";Potatoes;24804.0;497320.0;20050.0;497320.0;497320000;"7,94";"6,9688";"0,9712";"104,76"
Latvia;2016;262.0;987.0;34.0;1725.0;"821,66";"7,53457E+15";Potatoes;23100.0;491600.0;21281.4;491600.0;491600000;"7,12";"6,9688";"0,1512";"104,19"
Latvia;2017;267.0;801.0;36.0;1478.0;"893,54";"7,53457E+15";Potatoes;21500.0;408300.0;18990.7;408300.0;408300000;"6,98";"6,9688";"0,0112";"103,48"
Latvia;2018;213.0;965.0;41.0;1587.0;"558,66";"7,53457E+15";Potatoes;9900.0;196200.0;19818.2;196200.0;196200000;"7,61";"6,9688";"0,6412";"101,15"
Latvia;2019;295.0;972.0;44.0;1651.0;"757,49";"7,53457E+15";Potatoes;10000.0;223700.0;22370.0;223700.0;223700000;"8,05";"6,9688";"1,0812";"105,57"
Latvia;2020;304.0;1167.0;49.0;1900.0;"739,15";"7,53457E+15";Potatoes;8500.0;181100.0;21305.9;181100.0;181100000;"8,58";"6,9688";"1,6112";"113,43"
Latvia;2021;299.0;1188.0;31.0;1984.0;"785,84";"7,53457E+15";Potatoes;7300.0;115100.0;15767.1;115100.0;115100000;"6,83";"6,9688";"-0,1388";"111,81"
Latvia;2022;273.0;1087.0;29.0;1823.0;"744,98";"7,53457E+15";Potatoes;7700.0;130400.0;16935.1;130400.0;130400000;"7,47";"6,9688";"0,5012";"101,66"
Latvia;2023;206.0;1087.0;35.0;1666.0;"837,37";"7,53457E+15";Potatoes;8000.0;147500.0;18437.5;147500.0;147500000;"7,86";"6,9688";"0,8912";"94,5"
Lithuania;1992;272.0;906.0;52.0;1380.0;"683,2";"7,50712E+15";Potatoes;113700.0;1079200.0;9491.6;1079200.0;1079200000;"7,44";"7,5061";"-0,0661";"54,07"
Lithuania;1993;200.0;672.0;11.0;936.0;"799,81";"7,50712E+15";Potatoes;121900.0;1772600.0;14541.4;1772600.0;1772600000;"6,35";"7,5061";"-1,1561";"30,76"
Lithuania;1994;132.0;555.0;7.0;713.0;"797,6";"7,50712E+15";Potatoes;116500.0;1096400.0;9411.2;1096400.0;1096400000;"6,89";"7,5061";"-0,6161";"30,5"
Lithuania;1995;141.0;573.0;5.0;737.0;"776,34";"7,50712E+15";Potatoes;124500.0;1593500.0;12799.2;1593500.0;1593500000;7;"7,5061";"-0,5061";"41,17"
Lithuania;1996;223.0;729.0;3.0;979.0;"627,14";"7,50712E+15";Potatoes;125300.0;2044300.0;16315.2;2044300.0;2044300000;"5,53";"7,5061";"-1,9761";"41,52"
Lithuania;1997;194.0;703.0;3.0;928.0;"754,1";"7,50712E+15";Potatoes;121200.0;1829800.0;15097.4;1829800.0;1829800000;"6,68";"7,5061";"-0,8261";"47,71"
Lithuania;1998;179.0;594.0;4.0;812.0;"914,53";"7,50712E+15";Potatoes;136200.0;1849200.0;13577.1;1849200.0;1849200000;"6,65";"7,5061";"-0,8561";"48,37"
Lithuania;1999;110.0;551.0;3.0;695.0;"723,44";"7,50712E+15";Potatoes;121100.0;1708100.0;14104.9;1708100.0;1708100000;"7,73";"7,5061";"0,2239";"52,15"
Lithuania;2000;163.0;482.0;7.0;688.0;"722,8";"7,50712E+15";Potatoes;109300.0;1791600.0;16391.6;1791600.0;1791600000;"8,08";"7,5061";"0,5739";"53,16"
Lithuania;2001;135.0;533.0;7.0;726.0;"822,55";"7,50712E+15";Potatoes;102500.0;1054400.0;10286.8;1054400.0;1054400000;"7,14";"7,5061";"-0,3661";"99,33"
Lithuania;2002;133.0;577.0;6.0;793.0;"699,32";"7,50712E+15";Potatoes;99200.0;1531300.0;15436.5;1531300.0;1531300000;"7,73";"7,5061";"0,2239";"115,31"
Lithuania;2003;130.0;580.0;7.0;847.0;"653,13";"7,50712E+15";Potatoes;93600.0;1445200.0;15440.2;1445200.0;1445200000;"6,83";"7,5061";"-0,6761";"124,59"
Lithuania;2004;155.0;726.0;6.0;1024.0;"802,2";"7,50712E+15";Potatoes;79300.0;1021400.0;12880.2;1021400.0;1021400000;"6,87";"7,5061";"-0,6361";"119,4"
Lithuania;2005;175.0;733.0;7.0;1049.0;"720,08";"7,50712E+15";Potatoes;73950.0;894700.0;12098.7;894700.0;894700000;"6,95";"7,5061";"-0,5561";"102,28"
Lithuania;2006;201.0;859.0;7.0;1197.0;"638,65";"7,50712E+15";Potatoes;57800.0;457100.0;7908.3;457100.0;457100000;"7,33";"7,5061";"-0,1761";"115,5"
Lithuania;2007;383.0;1996.0;35.0;2723.0;"825,48";"7,50712E+15";Potatoes;52800.0;576100.0;10911.0;576100.0;576100000;"7,87";"7,5061";"0,3639";"119,31"
Lithuania;2008;403.0;1879.0;26.0;2723.0;"761,52";"7,50712E+15";Potatoes;48400.0;716400.0;14801.7;716400.0;716400000;"8,17";"7,5061";"0,6639";"90,95"
Lithuania;2009;423.0;1768.0;24.0;2749.0;"750,25";"7,50712E+15";Potatoes;46600.0;662500.0;14216.7;662500.0;662500000;"7,19";"7,5061";"-0,3161";"102,45"
Lithuania;2010;209.0;1275.0;15.0;1804.0;"874,72";"7,50712E+15";Potatoes;36600.0;476900.0;13030.1;476900.0;476900000;"6,42";"7,5061";"-1,0861";"103,98"
Lithuania;2011;362.0;1773.0;26.0;2703.0;"680,7";"7,50712E+15";Potatoes;37700.0;587700.0;15588.9;587700.0;587700000;"7,68";"7,5061";"0,1739";"104,77"
Lithuania;2012;485.0;1715.0;45.0;2712.0;"852,57";"7,50712E+15";Potatoes;32200.0;549900.0;17077.6;549900.0;549900000;"6,85";"7,5061";"-0,6561";"107,06"
Lithuania;2013;534.0;1422.0;44.0;2662.0;"684,17";"7,50712E+15";Potatoes;28700.0;426500.0;14860.6;426500.0;426500000;"7,59";"7,5061";"0,0839";"109,64"
Lithuania;2014;601.0;1394.0;47.0;2704.0;"703,36";"7,50712E+15";Potatoes;27300.0;468500.0;17161.2;468500.0;468500000;"7,91";"7,5061";"0,4039";"111,75"
Lithuania;2015;737.0;1372.0;33.0;2789.0;"664,1";"7,50712E+15";Potatoes;23505.0;399191.0;16983.2;399191.0;399191000;"8,49";"7,5061";"0,9839";"122,58"
Lithuania;2016;741.0;1433.0;45.0;3385.0;"845,54";"7,50712E+15";Potatoes;22108.0;351484.0;15898.5;351484.0;351484000;"7,73";"7,5061";"0,2239";"131,85"
Lithuania;2017;690.0;1252.0;54.0;3056.0;"904,46";"7,50712E+15";Potatoes;19351.0;237045.0;12249.8;237045.0;237045000;"7,56";"7,5061";"0,0539";"141,11"
Lithuania;2018;677.0;1054.0;57.0;2082.0;"584,71";"7,50712E+15";Potatoes;18690.0;289800.0;15505.6;289800.0;289800000;"8,18";"7,5061";"0,6739";"133,52"
Lithuania;2019;575.0;1199.0;76.0;2352.0;"650,8";"7,50712E+15";Potatoes;18220.0;329780.0;18099.9;329780.0;329780000;"8,71";"7,5061";"1,2039";"137,08"
Lithuania;2020;593.0;1487.0;86.0;2587.0;"709,42";"7,50712E+15";Potatoes;18870.0;296740.0;15725.5;296740.0;296740000;"9,07";"7,5061";"1,5639";140
Lithuania;2021;669.0;1317.0;31.0;2613.0;"822,56";"7,50712E+15";Potatoes;15330.0;200160.0;13056.8;200160.0;200160000;"7,3";"7,5061";"-0,2061";"139,68"
Lithuania;2022;748.0;1951.0;33.0;3614.0;"780,58";"7,50712E+15";Potatoes;15180.0;226420.0;14915.7;226420.0;226420000;"7,99";"7,5061";"0,4839";"96,13"
Lithuania;2023;558.0;1629.0;40.0;3013.0;"800,1";"7,50712E+15";Potatoes;14730.0;267330.0;18148.7;267330.0;267330000;"8,58";"7,5061";"1,0739";"93,8"
Montenegro;2006;0.0;0.0;0.0;1.0;"1444,74";"1,6437E+16";Potatoes;10179.0;132783.0;13044.8;132783.0;132783000;"9,63";"10,4989";"-0,8689";"18,7"
Montenegro;2007;0.0;0.0;0.0;1.0;"1520,39";"1,6437E+16";Potatoes;1211.0;12720.0;10503.7;12720.0;12720000;"10,44";"10,4989";"-0,0589";"15,63"
Montenegro;2008;0.0;0.0;0.0;1.0;"1537,65";"1,6437E+16";Potatoes;1213.0;15888.0;13098.1;15888.0;15888000;"10,31";"10,4989";"-0,1889";"14,79"
Montenegro;2009;0.0;0.0;0.0;1.0;"1904,92";"1,6437E+16";Potatoes;1228.0;18540.0;15097.7;18540.0;18540000;"10,26";"10,4989";"-0,2389";"11,33"
Montenegro;2010;52.0;6.0;8.0;66.0;"2274,21";"1,6437E+16";Potatoes;1214.0;17720.0;14596.4;17720.0;17720000;"9,45";"10,4989";"-1,0489";"14,35"
Montenegro;2011;56.0;10.0;9.0;75.0;"1022,37";"1,6437E+16";Potatoes;1286.0;21219.0;16500.0;21219.0;21219000;"10,02";"10,4989";"-0,4789";"12,55"
Montenegro;2012;50.0;13.0;8.0;71.0;"1523,62";"1,6437E+16";Potatoes;1327.0;15663.0;11803.3;15663.0;15663000;"10,32";"10,4989";"-0,1789";"12,49"
Montenegro;2013;65.0;11.0;6.0;82.0;"1860,81";"1,6437E+16";Potatoes;1345.0;20041.0;14900.4;20041.0;20041000;"10,2";"10,4989";"-0,2989";"324,87"
Montenegro;2014;72.0;9.0;9.0;90.0;"1853,87";"1,6437E+16";Potatoes;1645.0;24313.0;14779.9;24313.0;24313000;"10,82";"10,4989";"0,3211";"276,98"
Montenegro;2015;59.0;9.0;8.0;76.0;"1254,06";"1,6437E+16";Potatoes;1616.0;27193.0;16827.4;27193.0;27193000;"10,67";"10,4989";"0,1711";"262,18"
Montenegro;2016;75.0;11.0;4.0;90.0;"1871,19";"1,6437E+16";Potatoes;1613.0;29917.0;18550.9;29917.0;29917000;"10,2";"10,4989";"-0,2989";"285,22"
Montenegro;2017;67.0;21.0;11.0;99.0;"1482,06";"1,6437E+16";Potatoes;1616.0;27500.0;17017.3;27500.0;27500000;"10,29";"10,4989";"-0,2089";"233,7"
Montenegro;2018;61.0;19.0;12.0;92.0;"1763,32";"1,6437E+16";Potatoes;1619.0;26098.1;16124.9;26098.1;26098100;"11,02";"10,4989";"0,5211";"246,85"
Montenegro;2019;64.0;19.0;19.0;102.0;"1657,22";"1,6437E+16";Potatoes;1624.0;26557.0;16352.8;26557.0;26557000;"11,14";"10,4989";"0,6411";"292,78"
Montenegro;2020;72.0;22.0;24.0;119.0;"1535,04";"1,6437E+16";Potatoes;1708.0;29460.0;17248.2;29460.0;29460000;"10,65";"10,4989";"0,1511";"306,81"
Montenegro;2021;68.0;25.0;18.0;111.0;"1753,29";"1,6437E+16";Potatoes;1613.0;27547.0;17078.1;27547.0;27547000;"10,06";"10,4989";"-0,4389";"311,91"
Montenegro;2022;60.0;16.0;18.0;94.0;"1628,09";"1,6437E+16";Potatoes;1565.0;23150.9;14790.1;23150.9;23150900;"10,99";"10,4989";"0,4911";191
Montenegro;2023;62.0;12.0;12.0;86.0;"1853,55";"1,6437E+16";Potatoes;1404.0;23010.86;16390.1;23010.86;23010860;"11,3";"10,4989";"0,8011";"251,38"
Netherlands;1961;;;;;"936,04";857341875;Potatoes;132658.0;3719681.0;28039.6;3719681.0;3719681000;"9,95";"10,0205";"-0,0705";"473,89"
Netherlands;1962;;;;;"769,75";857341875;Potatoes;129628.0;3953263.0;30497.0;3953263.0;3953263000;"8,23";"10,0205";"-1,7905";"538,16"
Netherlands;1963;;;;;"706,56";857341875;Potatoes;133912.0;3854466.0;28783.6;3854466.0;3854466000;"7,96";"10,0205";"-2,0605";"587,04"
Netherlands;1964;;;;;"681,04";857341875;Potatoes;124596.0;4110433.0;32990.1;4110433.0;4110433000;"9,13";"10,0205";"-0,8905";"580,55"
Netherlands;1965;;;;;"939,5";857341875;Potatoes;124744.0;3229591.0;25889.8;3229591.0;3229591000;"8,68";"10,0205";"-1,3405";"605,84"
Netherlands;1966;;;;;"1001,39";857341875;Potatoes;130671.0;4123941.0;31559.7;4123941.0;4123941000;"9,45";"10,0205";"-0,5705";"636,56"
Netherlands;1967;;;;;"851,73";857341875;Potatoes;138178.0;4840196.0;35028.7;4840196.0;4840196000;"9,97";"10,0205";"-0,0505";"654,81"
Netherlands;1968;;;;;"919,23";857341875;Potatoes;146794.0;5045308.0;34370.0;5045308.0;5045308000;"9,2";"10,0205";"-0,8205";"651,71"
Netherlands;1969;;;;;"769,75";857341875;Potatoes;145310.0;4703913.0;32371.6;4703913.0;4703913000;"9,15";"10,0205";"-0,8705";"722,23"
Netherlands;1970;;;;;871;857341875;Potatoes;158424.0;5647683.0;35649.2;5647683.0;5647683000;"9,05";"10,0205";"-0,9705";"780,58"
Netherlands;1971;;;;;"698,3";857341875;Potatoes;154077.0;5749000.0;37312.5;5749000.0;5749000000;"9,69";"10,0205";"-0,3305";"736,83"
Netherlands;1972;;;;;"783,78";857341875;Potatoes;148873.0;5581000.0;37488.3;5581000.0;5581000000;9;"10,0205";"-1,0205";"746,95"
Netherlands;1973;;;;;"764,28";857341875;Potatoes;156686.0;5770621.0;36829.2;5770621.0;5770621000;"9,47";"10,0205";"-0,5505";"787,89"
Netherlands;1974;;;;;"986,03";857341875;Potatoes;142012.0;6094827.0;42917.7;6094827.0;6094827000;"9,81";"10,0205";"-0,2105";"791,3"
Netherlands;1975;;;;;"759,81";857341875;Potatoes;151161.0;5003130.0;33098.0;5003130.0;5003130000;"9,92";"10,0205";"-0,1005";"784,11"
Netherlands;1976;;;;;"579,41";857341875;Potatoes;160883.0;4858000.0;30195.9;4858000.0;4858000000;"9,75";"10,0205";"-0,2705";"780,9"
Netherlands;1977;;;;;"870,61";857341875;Potatoes;170319.0;5842000.0;34300.3;5842000.0;5842000000;"9,66";"10,0205";"-0,3605";"771,7"
Netherlands;1978;;;;;"747,06";857341875;Potatoes;161536.0;6230724.0;38571.7;6230724.0;6230724000;"8,99";"10,0205";"-1,0305";"761,97"
Netherlands;1979;;;;;"907,73";857341875;Potatoes;166178.0;6276837.0;37771.8;6276837.0;6276837000;"8,6";"10,0205";"-1,4205";"834,89"
Netherlands;1980;;;;;"865,03";857341875;Potatoes;172100.0;6266641.0;36412.8;6266641.0;6266641000;"8,95";"10,0205";"-1,0705";"803,32"
Netherlands;1981;;;;;"937,61";857341875;Potatoes;164947.0;6444723.0;39071.5;6444723.0;6444723000;"9,28";"10,0205";"-0,7405";"784,79"
Netherlands;1982;;;;;"772,71";857341875;Potatoes;165952.0;6218623.0;37472.4;6218623.0;6218623000;"10,04";"10,0205";"0,0195";"746,48"
Netherlands;1983;;;;;841;857341875;Potatoes;163333.0;5411578.0;33132.2;5411578.0;5411578000;"10,16";"10,0205";"0,1395";"818,19"
Netherlands;1984;;;;;"955,44";857341875;Potatoes;160034.0;6673036.0;41697.6;6673036.0;6673036000;"9,33";"10,0205";"-0,6905";"851,61"
Netherlands;1985;;;;;"882,68";857341875;Potatoes;168864.0;7149605.0;42339.4;7149605.0;7149605000;"8,54";"10,0205";"-1,4805";"814,12"
Netherlands;1986;;;;;"852,01";857341875;Potatoes;166934.0;6856615.0;41073.8;6856615.0;6856615000;"8,98";"10,0205";"-1,0405";"795,63"
Netherlands;1987;;;;;"912,22";857341875;Potatoes;166615.0;7477528.0;44879.1;7477528.0;7477528000;"8,61";"10,0205";"-1,4105";"711,3"
Netherlands;1988;;;;;"957,45";857341875;Potatoes;160636.0;6742496.0;41973.8;6742496.0;6742496000;"10,21";"10,0205";"0,1895";"709,02"
Netherlands;1989;;;;;"721,73";857341875;Potatoes;165070.0;6855616.0;41531.6;6855616.0;6855616000;"10,74";"10,0205";"0,7195";"654,65"
Netherlands;1990;4140.0;3468.0;731.0;9729.0;"794,58";857341875;Potatoes;175300.0;7036200.0;40138.0;7036200.0;7036200000;"10,79";"10,0205";"0,7695";"606,45"
Netherlands;1991;4281.0;3162.0;594.0;9338.0;"691,63";857341875;Potatoes;179700.0;6949201.0;38671.1;6949201.0;6949201000;"9,59";"10,0205";"-0,4305";"628,44"
Netherlands;1992;4192.0;2987.0;557.0;9030.0;"846,81";857341875;Potatoes;187200.0;7641000.0;40817.3;7641000.0;7641000000;"10,48";"10,0205";"0,4595";"606,04"
Netherlands;1993;4615.0;3441.0;553.0;10505.0;"970,03";857341875;Potatoes;175900.0;7698500.0;43766.3;7698500.0;7698500000;"9,59";"10,0205";"-0,4305";"575,27"
Netherlands;1994;3883.0;2690.0;439.0;8646.0;"925,88";857341875;Potatoes;171000.0;7088000.0;41450.3;7088000.0;7088000000;"10,66";"10,0205";"0,6395";"591,17"
Netherlands;1995;4490.0;3982.0;553.0;10213.0;"783,72";857341875;Potatoes;179000.0;7340000.0;41005.6;7340000.0;7340000000;"10,29";"10,0205";"0,2695";"582,15"
Netherlands;1996;3925.0;3013.0;495.0;8923.0;"651,68";857341875;Potatoes;185000.0;8081000.0;43681.1;8081000.0;8081000000;"8,41";"10,0205";"-1,6105";"568,47"
Netherlands;1997;4102.0;3929.0;544.0;8812.0;"729,82";857341875;Potatoes;179900.0;7973000.0;44319.1;7973000.0;7973000000;"10,1";"10,0205";"0,0795";"523,06"
Netherlands;1998;5807.0;4045.0;463.0;10579.0;"1131,3";857341875;Potatoes;126528.0;5249400.0;41488.1;5249400.0;5249400000;"10,21";"10,0205";"0,1895";"521,56"
Netherlands;1999;5199.0;3866.0;413.0;9682.0;"899,51";857341875;Potatoes;180000.0;8331000.0;46283.3;8331000.0;8331000000;"10,86";"10,0205";"0,8395";"465,69"
Netherlands;2000;4925.0;3500.0;1714.0;11383.0;"972,84";857341875;Potatoes;180200.0;8227000.0;45654.8;8227000.0;8227000000;"10,86";"10,0205";"0,8395";"408,72"
Netherlands;2001;3951.0;3093.0;1284.0;9425.0;"1002,6";857341875;Potatoes;163900.0;7115000.0;43410.6;7115000.0;7115000000;"10,23";"10,0205";"0,2095";"412,37"
Netherlands;2002;3777.0;3315.0;1466.0;9700.0;"977,61";857341875;Potatoes;165200.0;7362738.0;44568.6;7362738.0;7362738000;"10,69";"10,0205";"0,6695";"386,92"
Netherlands;2003;3470.0;3362.0;1511.0;9550.0;"673,12";857341875;Potatoes;158644.0;6468762.0;40775.3;6468762.0;6468762000;"10,52";"10,0205";"0,4995";"363,94"
Netherlands;2004;4438.0;3592.0;1440.0;10655.0;"896,23";857341875;Potatoes;163905.0;7487700.0;45683.2;7487700.0;7487700000;"10,26";"10,0205";"0,2395";"357,31"
Netherlands;2005;4449.0;3496.0;1663.0;10704.0;"807,92";857341875;Potatoes;156000.0;6777000.0;43442.3;6777000.0;6777000000;"10,47";"10,0205";"0,4495";"337,81"
Netherlands;2006;4189.0;3280.0;1699.0;10461.0;"835,35";857341875;Potatoes;155800.0;6239600.0;40048.8;6239600.0;6239600000;"10,82";"10,0205";"0,7995";"353,15"
Netherlands;2007;5060.0;3559.0;1906.0;12073.0;"975,88";857341875;Potatoes;156900.0;6870400.0;43788.4;6870400.0;6870400000;"11,06";"10,0205";"1,0395";"302,14"
Netherlands;2008;4454.0;3162.0;1858.0;10777.0;"890,44";857341875;Potatoes;151900.0;6922700.0;45574.1;6922700.0;6922700000;"10,61";"10,0205";"0,5895";"267,71"
Netherlands;2009;3794.0;2667.0;1715.0;9857.0;"819,88";857341875;Potatoes;154971.0;7180981.0;46337.6;7180981.0;7180981000;"10,45";"10,0205";"0,4295";"238,17"
Netherlands;2010;3613.0;2642.0;1635.0;9586.0;"843,3";857341875;Potatoes;156969.0;6843529.0;43598.0;6843529.0;6843529000;"9,04";"10,0205";"-0,9805";"293,33"
Netherlands;2011;4246.0;3011.0;3443.0;10914.0;"824,56";857341875;Potatoes;159233.0;7333472.0;46055.0;7333472.0;7333472000;"10,87";"10,0205";"0,8495";"246,81"
Netherlands;2012;4657.0;3029.0;3316.0;11312.0;"984,66";857341875;Potatoes;149770.0;6765618.0;45173.4;6765618.0;6765618000;"10,23";"10,0205";"0,2095";"289,81"
Netherlands;2013;4321.0;2751.0;3254.0;10686.0;"801,57";857341875;Potatoes;155822.0;6576860.0;42207.5;6576860.0;6576860000;"9,8";"10,0205";"-0,2205";"231,13"
Netherlands;2014;4896.0;3247.0;2012.0;10619.0;"886,43";857341875;Potatoes;155502.0;7100258.0;45660.2;7100258.0;7100258000;"11,59";"10,0205";"1,5695";"247,85"
Netherlands;2015;4410.0;2865.0;2245.0;9958.0;"875,38";857341875;Potatoes;155661.0;6651692.0;42731.9;6651692.0;6651692000;"10,92";"10,0205";"0,8995";"266,81"
Netherlands;2016;4867.0;2733.0;2689.0;10765.0;"803,95";857341875;Potatoes;155594.0;6534338.0;41996.1;6534338.0;6534338000;"10,67";"10,0205";"0,6495";"291,69"
Netherlands;2017;4721.0;2883.0;2541.0;10550.0;"910,93";857341875;Potatoes;160791.0;7391881.0;45972.0;7391881.0;7391881000;"10,85";"10,0205";"0,8295";"290,56"
Netherlands;2018;4290.0;2961.0;1681.0;9366.0;"677,18";857341875;Potatoes;164600.0;6025370.0;36606.1;6025370.0;6025370000;"11,43";"10,0205";"1,4095";"274,27"
Netherlands;2019;3882.0;2721.0;2054.0;9199.0;"865,46";857341875;Potatoes;165730.0;6961230.0;42003.4;6961230.0;6961230000;"11,29";"10,0205";"1,2695";"273,8"
Netherlands;2020;3998.0;2622.0;2576.0;9867.0;"849,06";857341875;Potatoes;164500.0;7020060.0;42675.1;7020060.0;7020060000;"11,66";"10,0205";"1,6395";"276,61"
Netherlands;2021;3296.0;2588.0;2750.0;9347.0;"1006,47";857341875;Potatoes;159040.0;6675590.0;41974.3;6675590.0;6675590000;"10,39";"10,0205";"0,3695";"273,26"
Netherlands;2022;2786.0;2708.0;2367.0;8732.0;"824,94";857341875;Potatoes;162300.0;6915900.0;42611.8;6915900.0;6915900000;"11,67";"10,0205";"1,6495";"240,27"
Netherlands;2023;2298.0;2414.0;1731.0;7263.0;1128;857341875;Potatoes;155340.0;6491890.0;41791.5;6491890.0;6491890000;"11,68";"10,0205";"1,6595";"238,02"
Norway;1961;;;;;"1315,14";"1,29162E+11";Potatoes;53301.0;1222200.0;22930.2;1222200.0;1222200000;"2,2";"1,7717";"0,4283";"172,66"
Norway;1962;;;;;"1186,71";"1,29162E+11";Potatoes;50378.0;919200.0;18246.1;919200.0;919200000;"0,48";"1,7717";"-1,2917";"176,45"
Norway;1963;;;;;"1161,82";"1,29162E+11";Potatoes;51640.0;1217700.0;23580.6;1217700.0;1217700000;"0,96";"1,7717";"-0,8117";"185,12"
Norway;1964;;;;;"1390,07";"1,29162E+11";Potatoes;48981.0;803600.0;16406.4;803600.0;803600000;"1,56";"1,7717";"-0,2117";"192,12"
Norway;1965;;;;;"1094,95";"1,29162E+11";Potatoes;48289.0;1133594.0;23475.2;1133594.0;1133594000;"0,49";"1,7717";"-1,2817";200
Norway;1966;;;;;"1148,9";"1,29162E+11";Potatoes;44626.0;1090201.0;24429.7;1090201.0;1090201000;"-0,07";"1,7717";"-1,8417";"196,81"
Norway;1967;;;;;"1437,56";"1,29162E+11";Potatoes;40138.0;806766.0;20099.8;806766.0;806766000;"1,55";"1,7717";"-0,2217";"211,86"
Norway;1968;;;;;"1115,91";"1,29162E+11";Potatoes;38052.0;912327.0;23975.8;912327.0;912327000;"0,52";"1,7717";"-1,2517";"215,7"
Norway;1969;;;;;"1062,73";"1,29162E+11";Potatoes;32640.0;856835.0;26251.1;856835.0;856835000;"0,75";"1,7717";"-1,0217";"238,55"
Norway;1970;;;;;"1073,15";"1,29162E+11";Potatoes;33503.0;856800.0;25573.8;856800.0;856800000;"0,66";"1,7717";"-1,1117";"244,95"
Norway;1971;;;;;"1424,18";"1,29162E+11";Potatoes;31044.0;708166.0;22811.7;708166.0;708166000;"1,23";"1,7717";"-0,5417";"259,7"
Norway;1972;;;;;"1236,87";"1,29162E+11";Potatoes;28751.0;634126.0;22055.8;634126.0;634126000;2;"1,7717";"0,2283";"248,68"
Norway;1973;;;;;"1436,04";"1,29162E+11";Potatoes;29275.0;672141.0;22959.6;672141.0;672141000;"1,5";"1,7717";"-0,2717";"263,32"
Norway;1974;;;;;"1167,9";"1,29162E+11";Potatoes;29726.0;847238.0;28501.6;847238.0;847238000;"2,5";"1,7717";"0,7283";"293,81"
Norway;1975;;;;;"1457,8";"1,29162E+11";Potatoes;22890.0;435386.0;19020.8;435386.0;435386000;"2,43";"1,7717";"0,6583";"290,63"
Norway;1976;;;;;"1061,33";"1,29162E+11";Potatoes;25944.0;521000.0;20081.7;521000.0;521000000;"0,8";"1,7717";"-0,9717";"280,96"
Norway;1977;;;;;"1111,96";"1,29162E+11";Potatoes;26054.0;651000.0;24986.6;651000.0;651000000;"0,91";"1,7717";"-0,8617";"300,5"
Norway;1978;;;;;"1163,45";"1,29162E+11";Potatoes;23082.0;625000.0;27077.4;625000.0;625000000;"0,49";"1,7717";"-1,2817";"319,15"
Norway;1979;;;;;"1237,82";"1,29162E+11";Potatoes;20000.0;473300.0;23665.0;473300.0;473300000;"0,42";"1,7717";"-1,3517";"322,83"
