Area;Item;Year;Area harvested(ha);Production(tonnes);Yield (kg/ha);Production(tonnes).1;Production(kg)
Sweden;Potatoes;1997;35813.0;1214100.0;33901.1;1214100.0;1214100000
Sweden;Potatoes;1998;33700.0;1198900.0;35575.7;1198900.0;1198900000
Sweden;Potatoes;1999;32813.0;990800.0;30195.3;990800.0;990800000
Sweden;Potatoes;2000;32903.0;980100.0;29787.6;980100.0;980100000
Sweden;Potatoes;2001;32236.0;925000.0;28694.6;925000.0;925000000
Sweden;Potatoes;2002;31731.0;913550.0;28790.5;913550.0;913550000
Sweden;Potatoes;2003;30540.0;857100.0;28064.8;857100.0;857100000
Sweden;Potatoes;2004;31671.0;979100.0;30914.7;979100.0;979100000
Sweden;Potatoes;2005;30453.0;947300.0;31107.0;947300.0;947300000
Sweden;Potatoes;2006;28180.0;777800.0;27601.1;777800.0;777800000
Sweden;Potatoes;2007;28522.0;789000.0;27662.9;789000.0;789000000
Sweden;Potatoes;2008;26900.0;853200.0;31717.5;853200.0;853200000
Sweden;Potatoes;2009;26960.0;857900.0;31821.2;857900.0;857900000
Sweden;Potatoes;2010;27100.0;816300.0;30121.8;816300.0;816300000
Sweden;Potatoes;2011;27590.0;882000.0;31968.1;882000.0;882000000
Sweden;Potatoes;2012;24720.0;805400.0;32580.9;805400.0;805400000
Sweden;Potatoes;2013;23880.0;806100.0;33756.3;806100.0;806100000
Sweden;Potatoes;2014;23800.0;822100.0;34542.0;822100.0;822100000
Sweden;Potatoes;2015;23100.0;802500.0;34740.3;802500.0;802500000
Sweden;Potatoes;2016;24140.0;862500.0;35729.1;862500.0;862500000
Sweden;Potatoes;2017;24570.0;852500.0;34696.8;852500.0;852500000
Sweden;Potatoes;2018;23910.0;723000.0;30238.4;723000.0;723000000
Sweden;Potatoes;2019;23650.0;846900.0;35809.7;846900.0;846900000
Sweden;Potatoes;2020;24070.0;877200.0;36443.7;877200.0;877200000
Sweden;Potatoes;2021;23750.0;826000.0;34778.9;826000.0;826000000
Sweden;Potatoes;2022;23410.0;852200.0;36403.2;852200.0;852200000
Sweden;Potatoes;2023;22500.0;810000.0;36000.0;810000.0;810000000
Switzerland;Potatoes;1961;51000.0;1239300.0;24300.0;1239300.0;1239300000
Switzerland;Potatoes;1962;49000.0;1127000.0;23000.0;1127000.0;1127000000
Switzerland;Potatoes;1963;47000.0;1245500.0;26500.0;1245500.0;1245500000
Switzerland;Potatoes;1964;45000.0;1206000.0;26800.0;1206000.0;1206000000
Switzerland;Potatoes;1965;39203.0;905600.0;23100.3;905600.0;905600000
Switzerland;Potatoes;1966;39000.0;1049100.0;26900.0;1049100.0;1049100000
Switzerland;Potatoes;1967;38000.0;1124800.0;29600.0;1124800.0;1124800000
Switzerland;Potatoes;1968;36600.0;1098000.0;30000.0;1098000.0;1098000000
Switzerland;Potatoes;1969;32528.0;979100.0;30100.2;979100.0;979100000
Switzerland;Potatoes;1970;31000.0;976500.0;31500.0;976500.0;976500000
Switzerland;Potatoes;1971;29000.0;1093300.0;37700.0;1093300.0;1093300000
Switzerland;Potatoes;1972;26000.0;824200.0;31700.0;824200.0;824200000
Switzerland;Potatoes;1973;25000.0;910000.0;36400.0;910000.0;910000000
Switzerland;Potatoes;1974;24000.0;928800.0;38700.0;928800.0;928800000
Switzerland;Potatoes;1975;24811.0;907700.0;36584.6;907700.0;907700000
Switzerland;Potatoes;1976;24500.0;769300.0;31400.0;769300.0;769300000
Switzerland;Potatoes;1977;24000.0;712800.0;29700.0;712800.0;712800000
Switzerland;Potatoes;1978;24000.0;892800.0;37200.0;892800.0;892800000
Switzerland;Potatoes;1979;24000.0;871200.0;36300.0;871200.0;871200000
Switzerland;Potatoes;1980;24664.0;853400.0;34601.0;853400.0;853400000
Switzerland;Potatoes;1981;24600.0;1048000.0;42601.6;1048000.0;1048000000
Switzerland;Potatoes;1982;24300.0;959900.0;39502.1;959900.0;959900000
Switzerland;Potatoes;1983;23700.0;711000.0;30000.0;711000.0;711000000
Switzerland;Potatoes;1984;23200.0;923400.0;39801.7;923400.0;923400000
Switzerland;Potatoes;1985;21063.0;817200.0;38797.9;817200.0;817200000
Switzerland;Potatoes;1986;20300.0;742900.0;36596.1;742900.0;742900000
Switzerland;Potatoes;1987;20300.0;657700.0;32399.0;657700.0;657700000
Switzerland;Potatoes;1988;20400.0;836400.0;41000.0;836400.0;836400000
Switzerland;Potatoes;1989;20000.0;770000.0;38500.0;770000.0;770000000
Switzerland;Potatoes;1990;18796.0;712400.0;37901.7;712400.0;712400000
Switzerland;Potatoes;1991;18100.0;721800.0;39878.5;721800.0;721800000
Switzerland;Potatoes;1992;17900.0;756900.0;42284.9;756900.0;756900000
Switzerland;Potatoes;1993;17600.0;773100.0;43926.1;773100.0;773100000
Switzerland;Potatoes;1994;17200.0;570600.0;33174.4;570600.0;570600000
Switzerland;Potatoes;1995;16116.0;568800.0;35294.1;568800.0;568800000
Switzerland;Potatoes;1996;16666.0;812000.0;48721.9;812000.0;812000000
Switzerland;Potatoes;1997;14962.0;687000.0;45916.3;687000.0;687000000
Switzerland;Potatoes;1998;13883.0;560000.0;40337.1;560000.0;560000000
Switzerland;Potatoes;1999;13740.0;484000.0;35225.6;484000.0;484000000
Switzerland;Potatoes;2000;14153.0;600600.0;42436.2;600600.0;600600000
Switzerland;Potatoes;2001;13785.0;517900.0;37569.8;517900.0;517900000
Switzerland;Potatoes;2002;13460.0;526200.0;39093.6;526200.0;526200000
Switzerland;Potatoes;2003;13578.0;458000.0;33731.0;458000.0;458000000
Switzerland;Potatoes;2004;13335.0;526700.0;39497.6;526700.0;526700000
Switzerland;Potatoes;2005;12510.0;484700.0;38745.0;484700.0;484700000
Switzerland;Potatoes;2006;11973.0;391500.0;32698.6;391500.0;391500000
Switzerland;Potatoes;2007;11745.0;489800.0;41702.9;489800.0;489800000
Switzerland;Potatoes;2008;11058.0;473100.0;42783.5;473100.0;473100000
Switzerland;Potatoes;2009;11215.0;521500.0;46500.2;521500.0;521500000
Switzerland;Potatoes;2010;10874.0;420800.0;38697.8;420800.0;420800000
Switzerland;Potatoes;2011;11250.0;515000.0;45777.8;515000.0;515000000
Switzerland;Potatoes;2012;10875.0;447000.0;41103.4;447000.0;447000000
Switzerland;Potatoes;2013;11039.0;359800.0;32593.5;359800.0;359800000
Switzerland;Potatoes;2014;11341.0;503800.0;44422.9;503800.0;503800000
Switzerland;Potatoes;2015;10891.0;388800.0;35699.2;388800.0;388800000
Switzerland;Potatoes;2016;10995.0;372900.0;33915.4;372900.0;372900000
Switzerland;Potatoes;2017;11276.0;461188.0;40900.0;461188.0;461188000
Switzerland;Potatoes;2018;11107.0;447600.0;40298.9;447600.0;447600000
Switzerland;Potatoes;2019;10981.0;413984.0;37700.0;413984.0;413984000
Switzerland;Potatoes;2020;10956.0;488638.0;44600.0;488638.0;488638000
Switzerland;Potatoes;2021;10711.0;342752.0;32000.0;342752.0;342752000
Switzerland;Potatoes;2022;10749.0;382029.0;35540.9;382029.0;382029000
Switzerland;Potatoes;2023;10704.0;360394.0;33669.1;360394.0;360394000
Turkey;Potatoes;1961;147000.0;1405000.0;9557.8;1405000.0;1405000000
Turkey;Potatoes;1962;136900.0;1489000.0;10876.6;1489000.0;1489000000
Turkey;Potatoes;1963;140000.0;1600000.0;11428.6;1600000.0;1600000000
Turkey;Potatoes;1964;145000.0;1700000.0;11724.1;1700000.0;1700000000
Turkey;Potatoes;1965;145000.0;1680000.0;11586.2;1680000.0;1680000000
Turkey;Potatoes;1966;150000.0;1750000.0;11666.7;1750000.0;1750000000
Turkey;Potatoes;1967;150000.0;1760000.0;11733.3;1760000.0;1760000000
Turkey;Potatoes;1968;148000.0;1805000.0;12195.9;1805000.0;1805000000
Turkey;Potatoes;1969;156800.0;1936000.0;12346.9;1936000.0;1936000000
Turkey;Potatoes;1970;155000.0;1915000.0;12354.8;1915000.0;1915000000
Turkey;Potatoes;1971;169000.0;2100000.0;12426.0;2100000.0;2100000000
Turkey;Potatoes;1972;174000.0;2200000.0;12643.7;2200000.0;2200000000
Turkey;Potatoes;1973;180000.0;2200000.0;12222.2;2200000.0;2200000000
Turkey;Potatoes;1974;185000.0;2275000.0;12297.3;2275000.0;2275000000
Turkey;Potatoes;1975;178000.0;2490000.0;13988.8;2490000.0;2490000000
Turkey;Potatoes;1976;186000.0;2850000.0;15322.6;2850000.0;2850000000
Turkey;Potatoes;1977;180000.0;2800000.0;15555.6;2800000.0;2800000000
Turkey;Potatoes;1978;180000.0;2750000.0;15277.8;2750000.0;2750000000
Turkey;Potatoes;1979;169000.0;2870000.0;16982.2;2870000.0;2870000000
Turkey;Potatoes;1980;183000.0;3000000.0;16393.4;3000000.0;3000000000
Turkey;Potatoes;1981;180000.0;3000000.0;16666.7;3000000.0;3000000000
Turkey;Potatoes;1982;180000.0;3000000.0;16666.7;3000000.0;3000000000
Turkey;Potatoes;1983;185000.0;3050000.0;16486.5;3050000.0;3050000000
Turkey;Potatoes;1984;189763.0;3200000.0;16863.1;3200000.0;3200000000
Turkey;Potatoes;1985;206910.0;4100000.0;19815.4;4100000.0;4100000000
Turkey;Potatoes;1986;195980.0;4000000.0;20410.2;4000000.0;4000000000
Turkey;Potatoes;1987;193933.0;4300000.0;22172.6;4300000.0;4300000000
Turkey;Potatoes;1988;194223.0;4350000.0;22396.9;4350000.0;4350000000
Turkey;Potatoes;1989;187000.0;4060000.0;21711.2;4060000.0;4060000000
Turkey;Potatoes;1990;191650.0;4300000.0;22436.7;4300000.0;4300000000
Turkey;Potatoes;1991;199434.0;4600000.0;23065.3;4600000.0;4600000000
Turkey;Potatoes;1992;194877.0;4600000.0;23604.6;4600000.0;4600000000
Turkey;Potatoes;1993;191899.0;4650000.0;24231.5;4650000.0;4650000000
Turkey;Potatoes;1994;189800.0;4350000.0;22918.9;4350000.0;4350000000
Turkey;Potatoes;1995;199826.0;4750000.0;23770.7;4750000.0;4750000000
Turkey;Potatoes;1996;209963.0;4950000.0;23575.6;4950000.0;4950000000
Turkey;Potatoes;1997;210900.0;5100000.0;24182.1;5100000.0;5100000000
Turkey;Potatoes;1998;202789.0;5250000.0;25889.0;5250000.0;5250000000
Turkey;Potatoes;1999;219800.0;6000000.0;27297.5;6000000.0;6000000000
Turkey;Potatoes;2000;203593.0;5370000.0;26376.2;5370000.0;5370000000
Turkey;Potatoes;2001;199673.0;5000000.0;25040.9;5000000.0;5000000000
Turkey;Potatoes;2002;197744.0;5200000.0;26296.6;5200000.0;5200000000
Turkey;Potatoes;2003;194443.0;5300000.0;27257.3;5300000.0;5300000000
Turkey;Potatoes;2004;177500.0;4770000.0;26873.2;4770000.0;4770000000
Turkey;Potatoes;2005;151948.0;4060000.0;26719.7;4060000.0;4060000000
Turkey;Potatoes;2006;157838.0;4366180.0;27662.4;4366180.0;4366180000
Turkey;Potatoes;2007;152512.0;4227726.0;27720.6;4227726.0;4227726000
Turkey;Potatoes;2008;147812.0;4196522.0;28390.9;4196522.0;4196522000
Turkey;Potatoes;2009;142684.0;4397711.0;30821.3;4397711.0;4397711000
Turkey;Potatoes;2010;138827.0;4513453.0;32511.4;4513453.0;4513453000
Turkey;Potatoes;2011;141514.0;4613071.0;32598.1;4613071.0;4613071000
Turkey;Potatoes;2012;170404.0;4795122.0;28139.7;4795122.0;4795122000
Turkey;Potatoes;2013;124944.0;3948000.0;31598.3;3948000.0;3948000000
Turkey;Potatoes;2014;128392.0;4166000.0;32447.5;4166000.0;4166000000
Turkey;Potatoes;2015;153802.0;4760000.0;30948.9;4760000.0;4760000000
Turkey;Potatoes;2016;144706.0;4750000.0;32825.2;4750000.0;4750000000
Turkey;Potatoes;2017;142851.0;4800000.0;33601.4;4800000.0;4800000000
Turkey;Potatoes;2018;135904.0;4550000.0;33479.5;4550000.0;4550000000
Turkey;Potatoes;2019;140766.0;4979824.0;35376.6;4979824.0;4979824000
Turkey;Potatoes;2020;147965.0;5200000.0;35143.4;5200000.0;5200000000
Turkey;Potatoes;2021;138513.0;5100000.0;36819.6;5100000.0;5100000000
Turkey;Potatoes;2022;139072.0;5200000.0;37390.7;5200000.0;5200000000
Turkey;Potatoes;2023;150927.0;5700000.0;37766.6;5700000.0;5700000000
Ukraine;Potatoes;1992;1705287.0;20276816.0;11890.6;20276816.0;20276816000
Ukraine;Potatoes;1993;1534000.0;21009000.0;13695.6;21009000.0;21009000000
Ukraine;Potatoes;1994;1527000.0;16102000.0;10544.9;16102000.0;16102000000
Ukraine;Potatoes;1995;1530600.0;14729400.0;9623.3;14729400.0;14729400000
Ukraine;Potatoes;1996;1548900.0;18410000.0;11885.9;18410000.0;18410000000
Ukraine;Potatoes;1997;1577400.0;16700800.0;10587.5;16700800.0;16700800000
Ukraine;Potatoes;1998;1513200.0;15405000.0;10180.4;15405000.0;15405000000
Ukraine;Potatoes;1999;1551100.0;12723000.0;8202.6;12723000.0;12723000000
Ukraine;Potatoes;2000;1631000.0;19838100.0;12163.2;19838100.0;19838100000
Ukraine;Potatoes;2001;1604700.0;17343500.0;10807.9;17343500.0;17343500000
Ukraine;Potatoes;2002;1592300.0;16619500.0;10437.4;16619500.0;16619500000
Ukraine;Potatoes;2003;1586900.0;18453000.0;11628.3;18453000.0;18453000000
Ukraine;Potatoes;2004;1556000.0;20754800.0;13338.6;20754800.0;20754800000
Ukraine;Potatoes;2005;1515900.0;19462400.0;12838.8;19462400.0;19462400000
Ukraine;Potatoes;2006;1461500.0;19467100.0;13319.9;19467100.0;19467100000
Ukraine;Potatoes;2007;1453300.0;19102000.0;13143.9;19102000.0;19102000000
Ukraine;Potatoes;2008;1408900.0;19545400.0;13872.8;19545400.0;19545400000
Ukraine;Potatoes;2009;1411800.0;19666100.0;13929.8;19666100.0;19666100000
Ukraine;Potatoes;2010;1411900.0;18705000.0;13248.1;18705000.0;18705000000
Ukraine;Potatoes;2011;1443000.0;24248000.0;16803.9;24248000.0;24248000000
Ukraine;Potatoes;2012;1444100.0;23250200.0;16100.1;23250200.0;23250200000
Ukraine;Potatoes;2013;1394090.0;22258600.0;15966.4;22258600.0;22258600000
Ukraine;Potatoes;2014;1342800.0;23693350.0;17644.7;23693350.0;23693350000
Ukraine;Potatoes;2015;1291000.0;20839270.0;16142.0;20839270.0;20839270000
Ukraine;Potatoes;2016;1311600.0;21750290.0;16583.0;21750290.0;21750290000
Ukraine;Potatoes;2017;1323200.0;22208220.0;16783.7;22208220.0;22208220000
Ukraine;Potatoes;2018;1319900.0;22503970.0;17049.8;22503970.0;22503970000
Ukraine;Potatoes;2019;1308800.0;20269190.0;15486.9;20269190.0;20269190000
Ukraine;Potatoes;2020;1325200.0;20837990.0;15724.4;20837990.0;20837990000
Ukraine;Potatoes;2021;1283200.0;21356320.0;16643.0;21356320.0;21356320000
Ukraine;Potatoes;2022;1204300.0;20899210.0;17353.8;20899210.0;20899210000
Ukraine;Potatoes;2023;1210200.0;21358630.0;17648.8;21358630.0;21358630000
United Kingdom;Potatoes;1961;303000.0;6811000.0;22478.5;6811000.0;6811000000
United Kingdom;Potatoes;1962;316000.0;7185000.0;22737.3;7185000.0;7185000000
United Kingdom;Potatoes;1963;334000.0;7196000.0;21544.9;7196000.0;7196000000
United Kingdom;Potatoes;1964;335000.0;7549000.0;22534.3;7549000.0;7549000000
United Kingdom;Potatoes;1965;316000.0;8006000.0;25335.4;8006000.0;8006000000
United Kingdom;Potatoes;1966;283000.0;6897000.0;24371.0;6897000.0;6897000000
United Kingdom;Potatoes;1967;301000.0;7559000.0;25113.0;7559000.0;7559000000
United Kingdom;Potatoes;1968;295000.0;7273000.0;24654.2;7273000.0;7273000000
United Kingdom;Potatoes;1969;260000.0;6513000.0;25050.0;6513000.0;6513000000
United Kingdom;Potatoes;1970;283000.0;7821000.0;27636.0;7821000.0;7821000000
United Kingdom;Potatoes;1971;268000.0;7744000.0;28895.5;7744000.0;7744000000
United Kingdom;Potatoes;1972;247000.0;6863000.0;27785.4;6863000.0;6863000000
United Kingdom;Potatoes;1973;234000.0;7091000.0;30303.4;7091000.0;7091000000
United Kingdom;Potatoes;1974;226000.0;7157000.0;31668.1;7157000.0;7157000000
United Kingdom;Potatoes;1975;204000.0;4787000.0;23465.7;4787000.0;4787000000
United Kingdom;Potatoes;1976;222000.0;4789000.0;21572.1;4789000.0;4789000000
United Kingdom;Potatoes;1977;232000.0;6621000.0;28538.8;6621000.0;6621000000
United Kingdom;Potatoes;1978;214100.0;7331000.0;34241.0;7331000.0;7331000000
United Kingdom;Potatoes;1979;203500.0;6485000.0;31867.3;6485000.0;6485000000
United Kingdom;Potatoes;1980;206000.0;7105000.0;34490.3;7105000.0;7105000000
United Kingdom;Potatoes;1981;192300.0;6214000.0;32314.1;6214000.0;6214000000
United Kingdom;Potatoes;1982;192000.0;6875000.0;35807.3;6875000.0;6875000000
United Kingdom;Potatoes;1983;195000.0;5885000.0;30179.5;5885000.0;5885000000
United Kingdom;Potatoes;1984;199700.0;7398000.0;37045.6;7398000.0;7398000000
United Kingdom;Potatoes;1985;192200.0;6892000.0;35858.5;6892000.0;6892000000
United Kingdom;Potatoes;1986;178900.0;6412000.0;35841.3;6412000.0;6412000000
United Kingdom;Potatoes;1987;178700.0;6760000.0;37828.8;6760000.0;6760000000
United Kingdom;Potatoes;1988;181200.0;6899000.0;38074.0;6899000.0;6899000000
United Kingdom;Potatoes;1989;174900.0;6266000.0;35826.2;6266000.0;6266000000
United Kingdom;Potatoes;1990;177100.0;6467000.0;36516.1;6467000.0;6467000000
United Kingdom;Potatoes;1991;177000.0;6267000.0;35406.8;6267000.0;6267000000
United Kingdom;Potatoes;1992;180100.0;7814000.0;43387.0;7814000.0;7814000000
United Kingdom;Potatoes;1993;170086.0;7072000.0;41579.0;7072000.0;7072000000
United Kingdom;Potatoes;1994;163568.0;6542000.0;39995.6;6542000.0;6542000000
United Kingdom;Potatoes;1995;171000.0;6404000.0;37450.3;6404000.0;6404000000
United Kingdom;Potatoes;1996;177400.0;7228000.0;40744.1;7228000.0;7228000000
United Kingdom;Potatoes;1997;165900.0;7128000.0;42965.6;7128000.0;7128000000
United Kingdom;Potatoes;1998;164100.0;6422000.0;39134.7;6422000.0;6422000000
United Kingdom;Potatoes;1999;177600.0;7130900.0;40151.5;7130900.0;7130900000
United Kingdom;Potatoes;2000;166000.0;6636000.0;39975.9;6636000.0;6636000000
United Kingdom;Potatoes;2001;165000.0;6649000.0;40297.0;6649000.0;6649000000
United Kingdom;Potatoes;2002;158000.0;6966000.0;44088.6;6966000.0;6966000000
United Kingdom;Potatoes;2003;145000.0;5918000.0;40813.8;5918000.0;5918000000
United Kingdom;Potatoes;2004;148700.0;6316500.0;42478.1;6316500.0;6316500000
United Kingdom;Potatoes;2005;137400.0;5979000.0;43515.3;5979000.0;5979000000
United Kingdom;Potatoes;2006;141000.0;5864000.0;41588.7;5864000.0;5864000000
United Kingdom;Potatoes;2007;140200.0;5635000.0;40192.6;5635000.0;5635000000
United Kingdom;Potatoes;2008;144000.0;5999000.0;41659.7;5999000.0;5999000000
United Kingdom;Potatoes;2009;144000.0;6396000.0;44416.7;6396000.0;6396000000
United Kingdom;Potatoes;2010;138000.0;6056000.0;43884.1;6056000.0;6056000000
United Kingdom;Potatoes;2011;146000.0;6310000.0;43219.2;6310000.0;6310000000
United Kingdom;Potatoes;2012;149000.0;4553000.0;30557.0;4553000.0;4553000000
United Kingdom;Potatoes;2013;139000.0;5685000.0;40899.3;5685000.0;5685000000
United Kingdom;Potatoes;2014;141000.0;5911000.0;41922.0;5911000.0;5911000000
United Kingdom;Potatoes;2015;129000.0;5644000.0;43751.9;5644000.0;5644000000
United Kingdom;Potatoes;2016;139000.0;5395000.0;38812.9;5395000.0;5395000000
United Kingdom;Potatoes;2017;146000.0;6218000.0;42589.0;6218000.0;6218000000
United Kingdom;Potatoes;2018;140000.0;5060000.0;36142.9;5060000.0;5060000000
United Kingdom;Potatoes;2019;144000.0;5307000.0;36854.2;5307000.0;5307000000
United Kingdom;Potatoes;2020;142413.0;5512813.08;38710.0;5512813.08;5512813080
United Kingdom;Potatoes;2021;136950.0;5127386.91;37440.0;5127386.91;5127386910
United Kingdom;Potatoes;2022;126422.0;5062283.0;40042.7;5062283.0;5062283000
United Kingdom;Potatoes;2023;115076.0;4703724.0;40874.9;4703724.0;4703724000
